25.0,80.0,0.05,19.934119844044965,3.5904076543664614
25.0,80.0,0.075,20.1305652633879,3.642366846018414
25.0,80.0,0.09,20.265513094971006,3.681323391080738
25.0,80.0,0.51,29.911312062980333,6.043373449981737
25.0,80.0,0.52,30.29147754644311,6.115177056058474
25.0,80.0,0.55,31.47682590250457,6.331026223287622
25.0,80.0,0.6,33.603421939169024,6.689538786512749
25.0,90.0,0.05,22.40512937268823,4.022039771545346
25.0,90.0,0.075,22.609694838003616,4.069599558301975
25.0,90.0,0.09,22.74965427360393,4.106246118818601
25.0,90.0,0.51,32.553753147718446,6.405296494885429
25.0,90.0,0.52,32.93793167746086,6.475044571256531
25.0,90.0,0.55,34.13536500334209,6.684511114826467
25.0,90.0,0.6,36.28224807260041,7.031649553570518
25.0,350.0,0.05,86.5213014029776,15.11780235150336
25.0,350.0,0.075,86.86387645671478,14.985319210368516
25.0,350.0,0.09,87.08901390855952,14.923031541958453
25.0,350.0,0.51,99.58360307828191,14.829838826143543
25.0,350.0,0.52,100.03598797868388,14.837078284637766
25.0,350.0,0.55,101.43881936715898,14.855972854509632
25.0,350.0,0.6,103.93050405799363,14.874927965046794
25.0,400.0,0.05,98.83850983871656,17.239113739454343
25.0,400.0,0.075,99.20041685349993,17.06553345316154
25.0,400.0,0.09,99.43748578134472,16.980387177504078
25.0,400.0,0.51,112.30895060285795,16.352783277041905
25.0,400.0,0.52,112.77088964305388,16.34710811074945
25.0,400.0,0.55,114.20249256393073,16.32692647647935
25.0,400.0,0.6,116.74247601134601,16.279569442086878
30.0,80.0,0.05,21.340854507434308,3.876782438661563
30.0,80.0,0.075,21.59975004164857,3.9620066798267137
30.0,80.0,0.09,21.780543913077388,4.023927526339519
30.0,80.0,0.51,35.74308982404043,7.755100659567468
30.0,80.0,0.52,36.304966301039244,7.871325327688121
30.0,80.0,0.55,38.0591099499433,8.22189768609157
30.0,80.0,0.6,41.21341492561845,8.808441299193912
30.0,90.0,0.05,23.981479947416283,4.339770234503004
30.0,90.0,0.075,24.25026075498832,4.421388029601235
30.0,90.0,0.09,24.437155709568522,4.48148835897297
30.0,90.0,0.51,38.59241454970311,8.15792644453963
30.0,90.0,0.52,39.15917647434669,8.272106922146333
30.0,90.0,0.55,40.928032260422626,8.616273313741841
30.0,90.0,0.6,44.10703449316857,9.191211353138188
30.0,350.0,0.05,92.47938834328711,16.22324296692808
30.0,350.0,0.075,92.91618082372044,16.131161198322722
30.0,350.0,0.09,93.20677075459821,16.096602444605757
30.0,350.0,0.51,110.63740908503803,17.431710270569678
30.0,350.0,0.52,111.28720485222365,17.48170633068976
30.0,350.0,0.55,113.30611045363129,17.629340835729373
30.0,350.0,0.6,116.9048711822093,17.863022194962365
30.0,400.0,0.05,105.63645042105064,18.493322052986734
30.0,400.0,0.075,106.0967774627576,18.35995573321732
30.0,400.0,0.09,106.40189266876585,18.302527299598072
30.0,400.0,0.51,124.29133614051626,19.096848688414706
30.0,400.0,0.52,124.95276303440761,19.13341356399816
30.0,400.0,0.55,127.00669484917387,19.240297956576992
30.0,400.0,0.6,130.66425406402396,19.404457419859167
40.0,80.0,0.05,23.754079088450336,4.38509978710048
40.0,80.0,0.075,24.159161987344415,4.547427181906862
40.0,80.0,0.09,24.449447302146016,4.663471399447396
40.0,80.0,0.51,49.4387457637613,11.890760294559373
40.0,80.0,0.52,50.47085010755162,12.123455020046846
40.0,80.0,0.55,53.69800074628487,12.827906822677843
40.0,80.0,0.6,59.51730135375911,14.015532509104725
40.0,90.0,0.05,26.682057995210865,4.901980723801631
40.0,90.0,0.075,27.10055662223335,5.062534498038603
40.0,90.0,0.09,27.399121978454676,5.1778770955301345
40.0,90.0,0.51,52.64995941537419,12.37005973394615
40.0,90.0,0.52,53.68869400953956,12.600797617885975
40.0,90.0,0.55,56.93581112014895,13.298989311744934
40.0,90.0,0.6,62.78862943364782,14.474862852736491
40.0,350.0,0.05,102.59460186887394,18.13160013306049
40.0,350.0,0.075,103.24111633763678,18.13756067582776
40.0,350.0,0.09,103.68041059026196,18.17043350125979
40.0,350.0,0.51,133.37640590688144,23.203699080739685
40.0,350.0,0.52,134.52782928735388,23.368582383129652
40.0,350.0,0.55,138.11429971877055,23.86332851738407
40.0,350.0,0.6,144.53679027661295,24.680023169032935
40.0,400.0,0.05,117.17197945119227,20.655123533007504
40.0,400.0,0.075,117.85043368168358,20.620659251802024
40.0,400.0,0.09,118.30944080770013,20.631340063436056
40.0,400.0,0.51,148.6281002446697,25.126566303866436
40.0,400.0,0.52,149.7953087256713,25.277308655134547
40.0,400.0,0.55,153.4293147323604,25.72891958195728
40.0,400.0,0.6,159.93160323585778,26.47125446921554
110.0,80.0,0.05,35.13472178709403,7.140842973746434
110.0,80.0,0.075,37.35783594306718,8.192736463548105
110.0,80.0,0.09,39.07907093891588,8.968139692042724
110.0,80.0,0.51,230.60396073890252,68.39860136354366
110.0,80.0,0.52,238.9150796597593,70.4662733977627
110.0,80.0,0.55,264.9754916486735,76.7650478971419
110.0,80.0,0.6,312.20733115310804,87.51682466811612
110.0,90.0,0.05,39.31620065024708,7.906136394243398
110.0,90.0,0.075,41.57744371774307,8.972693515580007
110.0,90.0,0.09,43.32221146288996,9.75727233769034
110.0,90.0,0.51,235.59042256110968,69.33531516937572
110.0,90.0,0.52,243.92038535145343,71.40258668133431
110.0,90.0,0.55,270.03754415517346,77.6989352679303
110.0,90.0,0.6,317.3646445083096,88.44255561701237
110.0,350.0,0.05,147.42386078096493,27.208955483562562
110.0,350.0,0.075,150.33314887235454,28.348458013233294
110.0,350.0,0.09,152.4778829546492,29.189060525014625
110.0,350.0,0.51,357.379700658332,89.06251158563124
110.0,350.0,0.52,366.0299368413379,91.07680415719722
110.0,350.0,0.55,393.1115735041945,97.19445440602448
110.0,350.0,0.6,442.0577423412543,107.573605268368
110.0,400.0,0.05,168.15357533988015,30.86239156961731
110.0,400.0,0.075,171.15363959618233,31.985524733763377
110.0,400.0,0.09,173.35439973969451,32.81890356457796
110.0,400.0,0.51,380.0258944170038,92.39997437344498
110.0,400.0,0.52,388.7209935173033,94.39988201040788
110.0,400.0,0.55,415.9377312888289,100.47176733569485
110.0,400.0,0.6,465.11069428722385,110.76580198281158
150.0,80.0,0.05,40.18664465228338,8.57448847892861
150.0,80.0,0.075,44.07305643712487,10.395878314009977
150.0,80.0,0.09,47.13409163298719,11.760678789021766
150.0,80.0,0.51,404.024430649319,122.63762841169482
150.0,80.0,0.52,419.62795894312706,126.55145194726693
150.0,80.0,0.55,468.57483003465484,138.48549744842492
150.0,80.0,0.6,557.3519249243548,158.89368447949218
150.0,90.0,0.05,44.84879547447867,9.441682570170716
150.0,90.0,0.075,48.78745798992553,11.288250123151096
150.0,90.0,0.09,51.88074176815943,12.668505974640835
150.0,90.0,0.51,409.7897062672551,123.8115065285811
150.0,90.0,0.52,425.4190576414712,127.7261125788454
150.0,90.0,0.55,474.4436928866218,139.66079760679517
150.0,90.0,0.6,563.3513304208388,160.06431956279823
150.0,350.0,0.05,165.22770790649417,31.173619156788835
150.0,350.0,0.075,170.0544321213508,33.25230984076393
150.0,350.0,0.09,173.6958179171576,34.78425568288444
150.0,350.0,0.51,548.9175025792953,147.99113705618032
150.0,350.0,0.52,564.9857471212338,151.86775817807288
150.0,350.0,0.55,615.3320742474231,163.6606223692759
150.0,350.0,0.6,706.4584352596096,183.73400447919698
150.0,400.0,0.05,188.2949749432687,35.27247303492854
150.0,400.0,0.075,193.2460961248573,37.35414718401438
150.0,400.0,0.09,196.9642583749252,38.89060098205512
150.0,400.0,0.51,574.6110559268474,152.01586353209973
150.0,400.0,0.52,590.7407792813731,155.8794288584856
150.0,400.0,0.55,641.2722449638869,167.62939778342172
150.0,400.0,0.6,732.70939797494,187.61870037308265
